text,KN_label,My_label
"Friedrich Hayek CH ([ˈfʁiːdʁɪç ˈaʊ̯ɡʊst ˈhaɪ̯ɛk]; 8 May 1899 – 23 March 1992), born in Austria-Hungary as Friedrich August von Hayek and frequently referred to as F. A. Hayek, was an Austrian and British economist and philosopher best known for his defense of classical liberalism.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"Pryce died at his home in Alexandria, Virginia from pancreatic cancer on July 11, 2006.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"In 1923, before the parliamentary term was over, he left the Labour Party and joined the Communist Party.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Chittenden & Eastman Company (established in 1866) is an American handcrafting mattress manufacturer originally based in Burlington, Iowa.","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"It is the 8th largest commercial airline in the US, and is based in Honolulu, Hawaii.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Until September 2009, and for more than five years prior thereto, he had been Chairman of the Board of Directors and Chief Executive Officer of Axsys Technologies, Inc.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Karsten Ingemann Torkildsen (18 December 1896 – 26 February 1979) was a Norwegian trade unionist and politician for the Labour Party.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"After spending the better part of one year visiting almost thirty schools in search of a progressive preschool experience for her then 2-year-old daughter, Myani Lawson decided to open Bergen-Lafayette Montessori School to create a diverse, bilingual, Montessori educational environment that provided children the independence and freedom they need to grow and thrive, while setting the structure imperative to be able to develop into responsible and civic-minded adults, ready to positively contribute to life in the 21st century.","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
Mr. Bhattarai has also served the Government of Nepal as The Chief Executive (Member Secretary) of the Employment Promotion Commission (EPC) having directly appointed by the Prime Minister of Nepal.,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Born in Polish Republic, raised in the Soviet Union, immigrant to Israel, Shanin made his career in the United Kingdom until he went to Russia to found the Moscow School of Social and Economic Sciences.","[0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
He died in Westminster.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"Allan Franklin Larsen (April 4, 1919 – March 2, 2005) was a Republican politician from eastern Idaho.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Serge Malé, a national of France, is a senior UN official working for the Office of the United Nations High Commissioner for Refugees.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"It was one of seven forts captured by Shivaji in 1648.1 It was the place of confinement of Chitursing the brother of the Raja of Satara, from 1812 till his death in 1818.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"The Nashua Pride were a professional baseball team based in Nashua, New Hampshire, in the United States, not affiliated with Major League Baseball.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Adams was personally courted by Crytek's founder Cevat Yerli due to Vigil's work on the Darksiders series, and the trust and leadership of his studio's former staff—many of whom had also joined him at the studio.","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"James Joseph Heckman (born April 19, 1944) is an American economist and Nobel laureate.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"In 2015, Dan and Gina's son Brandon began working in the store full-time.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"Winslow was born in Fredericton, New Brunswick, Canada, and later immigrated to the United States in the early 1900s.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
"Aleksandr Viktorovich Gurevich (Russian: Александр Викторович Гуревич) (b. September 19, 1930) is a Soviet and Russian physicist.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"In 1974, Twersky made aliyah (emigrated to Israel) and helped to re-establish Kibbutz Gezer.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"We moved here from St. Louis, Missouri where we had lived our whole lives.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Novatex Limited is a subsidiary of Gatron (Industries) Ltd-(Gatro-nova Group).,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"He was an Institute of the Future fellow for his work on positive platforms to support people with disabilities in employment and his projects include creating smart rooms for people with disabilities to live more independently have appeared in Forbes: https://www.forbes.com/sites/denisebrodey/2018/07/29/how-disability-friendly-is-your-workplace-4-ways-to-put-your-business-to-the-test/ David is the organiser of Hack Access Dublin, a 3-day event to create innovative solutions to the city’s accessibility challenges.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Peter II Alexeyevich (Russian: Пётр II Алексеевич, Pyotr II Alekseyevich) (23 October [O.S. 12 October] 1715 – 30 January [O.S. 19 January] 1730) reigned as Emperor of Russia from 1727 until his death.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"Prakash Chandra Das (born 27 November 1958) is a politician of Bharatiya Janata Party from the state of Tripura, India.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Their father, Charles Peterson Jr, laid the groundwork for the business and they continue his traditions today of providing a wide variety of gardening products, and as always, service with a smile.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"However, en route, they decided to live in Stoolbend, Virginia instead, where Cleveland married Donna Tubbs, and Rallo and Roberta became his step-siblings.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
"AFM, based in San Sebastian and with an office in China (Tianjin), works to promote internationalisation and, through its INVEMA (Foundation for Machine Tool Research) technology unit, the technological innovation of its member companies.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Rob Lilleness, who joined the company as President and COO in 2007 and was subsequently named CEO in 2009, took that as an opportunity to refocus as a predictive analytics and data science provider, using their recommendations engine as a key component of their newly focused company.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"James Joseph ""Jimmy"" Chamberlin (born June 10, 1964) is an American drummer and record producer.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"Based in Warsaw and established in 1929, it is one of the world's oldest airlines still in operation.","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"American Public Media Group, formerly the Minnesota Communications Group, is the non-profit parent organization of Minnesota Public Radio, American Public Media, Southern California Public Radio, and the Fitzgerald Theater.","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
He was born in Tromsø as a son of educator and politician Just Knud Qvigstad (1853–1957) and Margrethe Antonette Aagaard (1859–1949).,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
He was the CEO of Valiant Entertainment from 2007 to 2013.,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"In 1841, he became professor for natural science at Lviv University.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"It was during that time that she met her husband Nelson Munsey, who played for the Neptunes from 1969 until his 1972 draft to the Baltimore Colts.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
The United Nations Children's Fund (UNICEF) is a United Nations (UN) program headquartered in New York City that provides humanitarian and developmental assistance to children and mothers in developing countries.,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Edward Jones is a subsidiary of The Jones Financial Companies, L.L.L.P., a limited liability limited partnership owned only by its employees and retired employees and is not publicly traded.","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
In 1869 he was appointed professor of botany at the University of Jena.,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Murray has an MBA from Harvard Business School and an A.B. degree in mathematics and economics from Ohio Wesleyan University.,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"From the early days it was Tony's vision to create a one-stop-shop for electrical trade customers, resulting in the formation of Euro Sales Limited, back in 1972","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
He was born and died in Copenhagen.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
"She was the youngest daughter of Khattab ibn Nufayl, who married her off with his nephew, hanif Sa'id ibn Zayd.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
In 1931 Savile was elected a member of the Smeatonian Society of Civil Engineers and was their president in 1948.,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Inspired by John von Neumann's seminal First Draft of a Report on the EDVAC, the machine was constructed by Maurice Wilkes and his team at the University of Cambridge Mathematical Laboratory in England.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Thomas ""Tommy"" Gallogley (9 April 1890 – 1976) was a Scottish professional footballer who scored 10 goals from 83 appearances in the Football League playing for Plymouth Argyle and Exeter City in the 1920s.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"Mr Gibbs retired, but the Dandy brothers (who originally hailed from Peterborough) maintained the local connection by naming the newly-acquired business Gibbs & Dandy.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Dr. Vincent Guido was born and raised in the suburbs of Chicago, and moved to Indiana where he now lives in West Lafayette with his wife Sherri.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
"Our simple philosophy continues under the leadership of Sharon Anderson Wright, daughter of Pat Anderson.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[citation needed] Johan is the former founder and CEO of MyCube which is what brought him to Singapore.,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Despite this, the former president and CEO of ASCII, Kiyoshi Takano, became the first president and CEO of ASCII Media Works.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Gusthart''s was established in 1985 as Gustharts Chainsaw Centre by Jim and Robert Gusthart, a father and son team with over 92 years of chainsaw experience between them.","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The O'Reilly Foundation is a personal charitable trust set up in 1998 by media magnate, and former CEO of Heinz, Sir Anthony ""Tony"" O'Reilly.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Twerksy was born and raised in the Bronx, New York, where he grew up in the left-leaning Sholem Aleichem cooperative housing project.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
Arthème Camille Matignon (3 January 1867 – 18 March 1934) was a French chemist noted for his work in thermochemistry.,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"BottleRocket Entertainment was a third-party video game developer founded by Jay Beard (previously head of Sony San Diego), composed primarily of former Sony San Diego employees and animators.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Our headquarter locates in Toronto Canada, and we have network in North America & Asia, branch offices in New York, Beijing, Guangzhou, Hongkong and Singapore.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Simon Christopher Coombs (born 21 February 1947), is a former British Conservative politician.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Born in England, Stanley was educated at Eton College and Balliol College, Oxford, and worked in the foreign service in Dresden and Coburg before serving as the Resident Commissioner for Southern and Northern Rhodesia from 1911 to 1914.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Brad and Eloise Erickson of Greenwood announce the engagement of their daughter, Sarah Erickson, to Keith Fechtman, son of Dr. Jim Fechtman and Debbie Fechtman, both of Franklin.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"In 1933 he joined the new party Nasjonal Samling and was a failed candidate in the Norwegian parliamentary election, 1933, where he occupied the last ballot spot.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Blaizing Lotus is dedicated to my daughter Blaize, who passed away of SIDS in 2008.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"The company is a wholly owned subsidiary of the Interpublic Group (IPG), and is part of the multinational MullenLowe group.","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Between 1906 and 1910 she lived in Adyar (Chennai), India, where she deepened her study of esoterism.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"I lead marketing at Neumob, where we're delivering mobile-first infrastructure for a mobile-first world, while helping the world's developers speed up their apps, boost revenues and retain the users they already have.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Kner was born in Linz.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"We started this new agency in 2012 here in Henderson, Nevada near the intersection of the I 215 and Eastern Avenue.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
With 25 combined years of service with NSU and related companies Ms. Burke is one of NSU’s longest-standing employees.,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Most Koli Christians live in Koliwadas, where their social lives are overseen by a patil and his karbaris, or councillors.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"Mr. Bhattarai has three decades of experience in this area having rendered expert advisory services to ADB, MSI, DFID, UNDP, SNV, ILO, Transparency International (TI) and FINNIDA on multiple occasions as Team Leader, Lead Researcher and Expert Advisor.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Bluebell United Football Club is an Irish association football club originally based in Bluebell, Dublin.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"A native of Pennsylvania, he was the co-founder of the Oregon Hospital for the Insane in East Portland, Oregon.","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"In February 1923 he was elected to the Labour Party central board, as the only pro-Comintern member together with Kristian Kristensen.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
After the death of her husband in 1985 she organised and cleaned up the notes he had left behind.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"After the 1925 merger of the C. L. Best Tractor Company and the Holt Manufacturing Company that formed the Caterpillar Tractor Company, the Best 60 was renamed the Caterpillar Sixty.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
I am a student at the University of Tennessee who is majoring in Accounting with a collateral in Finance.,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Donald Ervin Knuth (/kəˈnuːθ/ kə-NOOTH; born January 10, 1938) is an American computer scientist, mathematician, and professor emeritus at Stanford University.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Tomasz Mendelski (born May 21, 1981 in Olsztyn) is a Polish sprint canoer.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
"Together with their 9-year old daughter Vivienne and their merry band of Old English Sheepdogs-Belvedere, Nike and Grumpy, the English family has built one of the Triangle's favorite florists specializing in unique every day bouquets and truly personalized weddings and events.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"She served as a Senator for Buenos Aires Province, and as the First Lady during the government of her husband, President Eduardo Duhalde.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"John A. Caddell (Tuscumbia, Alabama, 23 April 1910 – 7 February 2006) was an American lawyer in the state of Alabama.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"During its production, she briefly attended the Fashion Institute of Design & Merchandising and was employed by event planning company Bolthouse Productions.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"She is married to Robert Collier and is 'owned' by a Yorki-Poo, (2) Yorkies, (2) Shih-Tzu's and a cat.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"The Intact Media Center headquarters, at Garlei Street, no. 1B, were seized by the state on Friday, the 8th of August 2014, as a result of the judgement sentencing Dan Voiculescu, the founder of Intact Media Group.","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"During his life Heraclio lived in Salvatierra Gto., Mexico and later moved to Tremonton, Utah.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
